real_name,column_height,diffusion_coef,ellipse_major_axis,ellipse_minor_axis,tgsd_mean,tgsd_sigma,total_erupted_mass,wind_direction,wind_speed
2030,35322.9,4237.27,19764.9,19764.9,1.53404,1,1.45187e+11,232.405,4.83288
2031,22697.3,6648.05,15206.1,15206.1,0.176393,1,1.04225e+11,193.239,2.33
2032,27778.8,5668.63,16847,16847,-1.5519,1,3.10456e+10,182.67,20
2033,18893.9,5380.29,14282.1,14282.1,-1.60856,1,1.11498e+11,209.301,4.37165
2034,26744.4,2376.79,17521.4,17521.4,1.89207,1,9.9691e+10,245.915,3.31473
2035,12750,4404.87,12113,12113,-3.8299,1,7.78223e+10,217.814,14.3554
2036,37444.4,4349.58,9619.64,9619.64,0.0881022,1,4.45911e+10,181.494,11.1454
2037,45000,4132.54,4896.61,4896.61,-2.70847,1,2e+11,231.009,2.00703
2038,26273.3,4591.47,14816.9,14816.9,1.44701,1,6.97101e+10,180,3.94377
2039,26026.2,4840.38,14191,14191,3.20925,1,3.13237e+10,227.663,20
2040,9332.27,3328.84,1000,1000,1.05806,1,1.41679e+11,268.512,1.31356
2041,23769.1,3039.17,8632.11,8632.11,-6,1,1.18919e+11,216.676,20
2042,11637.1,4392.85,3375.04,3375.04,2.1154,1,4.92663e+10,224.596,18.168
2043,33529.3,3844.16,6339.46,6339.46,-5.95633,1,2e+11,214.798,2.43799
2044,45000,4930.23,24023.3,24023.3,-0.340227,1,2.09884e+10,221.578,0.72054
2045,22493.6,6729.32,11315.2,11315.2,-6,1,2.16851e+10,182.289,2.00122
2046,26550.9,7378.75,12709.7,12709.7,-1.28654,1,2e+11,215.094,2.91424
2047,17100.3,3178.84,5611.85,5611.85,-1.12897,1,2e+11,209.185,5.5964
2048,19118.2,3811.41,12170,12170,-4.46803,1,4.24302e+10,212.226,20
2049,25383.4,8000,1186.44,1186.44,-2.92343,1,3.24688e+10,224.025,20
2050,14433.9,5348.85,11433.6,11433.6,-4.74859,1,2e+11,245.328,20
2051,38852.8,5541.35,20453.3,20453.3,-3.49648,1,2e+11,244.239,4.11488
2052,37562.5,5281.07,4300.34,4300.34,-0.852463,1,4.66915e+10,194.783,3.31103
2053,21521.5,4969.86,6453.27,6453.27,1.65513,1,9.02772e+10,216.746,3.01396
2054,19902.2,4620.79,5974.59,5974.59,-5.30371,1,6.40095e+10,186.494,0.410956
2055,45000,4831.13,13612.1,13612.1,0.491077,1,3.55278e+10,198.602,5.80007
2056,23376.4,3541.86,10688,10688,-2.54973,1,2e+11,228.401,1.11173
2057,38039.4,6581.08,1723.21,1723.21,-4.56526,1,7.43282e+10,203.578,16.2632
2058,35975.8,8000,15750.2,15750.2,-2.36919,1,1.7181e+11,232.737,20
2059,20777.1,8000,10293.6,10293.6,-2.71264,1,5.22386e+10,220.414,18.2023
2060,11192.6,4360.84,13966.4,13966.4,0.792913,1,1.61685e+11,221.007,1.46005
2061,12902.3,2751.77,9723.36,9723.36,-6,1,2e+11,226.25,20
2062,25347.7,3957.79,8688.16,8688.16,3.08798,1,1.76136e+11,185.842,8.30351
2063,16857.3,3573.59,3905.75,3905.75,-6,1,8.90466e+10,195.892,0.548723
2064,9342.17,3096.27,18491,18491,3.36705,1,7.52709e+10,231.286,4.42472
2065,23493.6,5522.51,8285.4,8285.4,-1.70594,1,3.88823e+10,249.587,0.784968
2066,27153.4,8000,15766.2,15766.2,-2.82414,1,1.69917e+11,233.246,1.95641
2067,14896.3,3844.57,14007.8,14007.8,2.61253,1,2.88083e+10,201.885,2.71703
2068,37956.4,6463.11,1000,1000,-3.0897,1,1.79196e+11,220.833,0.479738
2069,41129.2,5203.89,9085.28,9085.28,-4.74729,1,1.04091e+11,241.459,2.31983
2070,12827.5,5269.49,11169.8,11169.8,2.97235,1,2e+11,236.49,1.51594
2071,17795.8,7028.67,12373.3,12373.3,1.2593,1,1.93926e+11,219.886,20
2072,27007.9,3187.48,8383.54,8383.54,2.3271,1,5.49378e+10,223.169,3.89992
2073,36997,3800.74,8157.38,8157.38,0.138562,1,5.77741e+10,224.294,3.79731
2074,45000,4129.39,10203.2,10203.2,-1.53214,1,6.29341e+10,201.462,20
2075,45000,3785.11,24557.7,24557.7,-2.84108,1,9.17383e+10,192.352,7.04387
2076,5864.58,3614.61,7452.99,7452.99,-4.75483,1,7.33577e+10,209.257,18.7495
2077,10071.1,4980.47,14601.9,14601.9,-2.19924,1,1.03613e+11,200.718,20
2078,13755.8,3380.85,18347.6,18347.6,-3.58494,1,3.50367e+10,240.01,20
2079,26546.6,6163.75,1000,1000,-0.950469,1,1.27715e+11,208.833,1.92366
2080,7054.71,7572.52,12523.6,12523.6,-1.09885,1,2e+11,206.341,4.09432
2081,20433.7,7051.9,8669.54,8669.54,-1.55592,1,1.26645e+11,231.06,0.61728
2082,11730.2,6415.55,14433.3,14433.3,-4.30314,1,6.62475e+10,270,0.73498
2083,42710.3,4915.82,3629.25,3629.25,-3.0288,1,2e+11,269.84,7.99817
2084,19722.6,6111.25,3198.12,3198.12,-4.05405,1,8.64133e+10,191.885,20
2085,19748.6,7179.25,19003,19003,-5.00101,1,2.98812e+10,220.61,7.52889
2086,16748.6,5703.12,1219.48,1219.48,-4.57038,1,3.82346e+10,207.063,18.3724
2087,19154.4,5156.43,12829.8,12829.8,-6,1,7.06583e+10,227.005,9.60465
2088,38180.5,4537.33,14069.5,14069.5,0.398732,1,4.45252e+10,232.917,13.9381
2089,12342.5,4482.74,10758.3,10758.3,-0.190821,1,1.0604e+11,225.441,3.89488
2090,5701.8,5311.15,1000,1000,-5.33892,1,8.80872e+10,206.672,1.0828
2091,11767.5,6339.95,18431.3,18431.3,-3.20942,1,9.80413e+10,237.697,8.53522
2092,12483.4,5214.4,11627.9,11627.9,0.654927,1,4.48636e+10,183.231,2.44286
2093,11201,4404.45,17807,17807,-0.372376,1,9.17921e+10,207.96,5.05229
2094,26537.5,2574.45,8758.31,8758.31,-2.78842,1,5.93344e+10,224.687,16.5475
2095,20325.5,2186.99,15812.9,15812.9,1.05256,1,1.36314e+11,214.655,16.5032
2096,45000,3306.12,9625.23,9625.23,2.25311,1,4.02542e+10,215.257,12.9362
2097,33418.1,4208.76,6583.45,6583.45,-3.66379,1,8.59876e+10,189.726,0.251343
2098,45000,8000,7126.31,7126.31,-0.952576,1,7.60218e+10,216.456,20
2099,11672.2,5521.67,21995.4,21995.4,-3.00895,1,1.59395e+11,233.25,5.31881
2100,11303.6,3979.12,14589.3,14589.3,-3.11052,1,2e+11,212.687,1.18732
2101,24973.5,7397.19,6769.66,6769.66,-2.25847,1,9.10887e+10,198.699,15.3124
2102,12085.7,6353.38,11468.7,11468.7,-0.724213,1,2.2975e+10,248.995,2.92703
2103,45000,3422.48,1161.22,1161.22,-2.07136,1,8.76189e+10,238.234,1.88235
2104,11028.7,4351.36,1000,1000,-3.89833,1,2e+11,231.071,3.17439
2105,18889.8,4008.52,10491.8,10491.8,-0.971031,1,5.31164e+10,235.426,1.99341
2106,45000,4662.99,12415.1,12415.1,-1.39624,1,1.8797e+11,212.718,1.60501
2107,27817.8,5530.26,10702.7,10702.7,0.167565,1,1.57702e+11,211.975,20
2108,18516.1,3105.88,9759.99,9759.99,-3.95676,1,6.9893e+10,192.782,0.532773
2109,31536.6,5595.53,17491.6,17491.6,-5.40026,1,1.20463e+11,205.133,20
2110,33644.8,6380.01,18340.4,18340.4,-3.65685,1,7.01867e+10,269.911,1.96168
2111,45000,4627.78,17390.3,17390.3,-1.16779,1,8.35277e+10,233.878,10.5755
2112,34327.4,5613.24,17736.6,17736.6,-1.6609,1,1.26751e+11,237.489,1.67578
2113,10365.2,3114.09,17534.9,17534.9,-3.38007,1,1.0713e+11,257.151,6.06152
2114,34364.1,4751.38,10401.3,10401.3,-6,1,9.63729e+10,229.254,7.73932
2115,13365.7,4018.27,11157.1,11157.1,-4.90616,1,2.3655e+10,206.358,1.55181
2116,45000,5128.04,9611.79,9611.79,-3.48196,1,5.61332e+10,218.692,2.45543
2117,24953.3,6084.63,5192.26,5192.26,-3.59705,1,2.63103e+10,221.19,16.2692
2118,10765.5,5615.57,14413.5,14413.5,1.31522,1,6.7234e+10,218.683,4.42746
2119,45000,4836.88,11536.2,11536.2,-5.61088,1,1.11589e+11,246.22,3.8944
2120,13455.2,4938.85,18855.9,18855.9,-3.56959,1,3.9863e+10,195.485,3.86675
2121,20325.9,6922.29,1000,1000,6,1,2e+11,245.78,0.986609
2122,18726.5,7057.57,9638.81,9638.81,0.0396757,1,2e+11,227.143,7.85486
2123,45000,3628.8,10115.6,10115.6,-5.03293,1,1.04547e+11,193.712,3.28575
2124,38641.2,2000,11470.3,11470.3,3.46801,1,1.0357e+11,222.313,1.73183
2125,12561.4,5275.23,6631.13,6631.13,-4.37714,1,2e+11,219.948,0.279507
2126,10647.9,2910.97,10932.1,10932.1,-3.88545,1,1.80937e+11,268.787,3.56403
2127,16908.5,7306.95,10709.6,10709.6,-1.76216,1,9.19412e+10,221.814,2.40437
2128,21788,7421.31,19818.3,19818.3,-1.93237,1,3.06785e+10,228.299,1.12942
2129,14258.5,4372.39,6251.6,6251.6,1.53784,1,3.56371e+10,212.2,18.7266
2130,32416.8,2419.05,3108.23,3108.23,-3.38166,1,5.65105e+10,268.423,20
2131,9474.73,6078.62,12520.9,12520.9,-4.5174,1,1.68668e+11,237.091,1.59652
2132,15379.2,2911.01,7168.57,7168.57,-0.724709,1,2e+11,235.131,8.53974
2133,26391,4635.81,11295.7,11295.7,-6,1,1.1926e+11,204.124,20
2134,45000,5707.86,18484.3,18484.3,-1.17939,1,6.3756e+10,215.036,4.50272
2135,45000,4570.87,11096.1,11096.1,-3.62165,1,1.77666e+11,214.618,2.60787
2136,15051.8,2565.81,8071.17,8071.17,-0.803447,1,8.60723e+10,212.038,17.8665
2137,45000,4774.16,3586.13,3586.13,-4.44183,1,2e+11,223.053,4.2819
2138,20881.1,5055.3,8234.5,8234.5,1.06051,1,1.6561e+11,226.83,3.40439
2139,26780,3924.01,16869.1,16869.1,-6,1,7.47614e+10,185.373,20
2140,11468,6993.41,9924.19,9924.19,-1.96987,1,4.88569e+10,239.698,19.8911
2141,13796,8000,10349,10349,-1.57425,1,1.29739e+11,209.885,9.18472
2142,26835,4712.42,16709,16709,-3.65724,1,4.6431e+10,259.611,16.4078
2143,42119.6,6250.66,5032.68,5032.68,0.70316,1,2e+11,199.72,20
2144,45000,4208.66,11701.6,11701.6,-5.86471,1,1.17199e+11,198.499,20
2145,45000,4665.93,1970.26,1970.26,-1.64858,1,7.74173e+10,224.93,5.88185
2146,45000,7795.17,11213.1,11213.1,-6,1,7.65382e+10,224.768,2.11555
2147,24167.6,5572.4,7374.6,7374.6,-1.06231,1,5.64862e+10,245.854,4.8176
2148,11820.2,4637.25,4413.31,4413.31,-1.63506,1,1.46286e+11,195.872,4.07982
2149,31945.8,4159.9,1156.61,1156.61,-4.67827,1,2e+11,208.312,0.710783
2150,24031.5,6958.78,10024.3,10024.3,0.672291,1,1.65122e+11,270,4.51952
2151,28039.8,5958.07,11862.8,11862.8,-0.794901,1,2e+11,214.698,5.69424
2152,16652.9,6383.56,13439.5,13439.5,-4.71422,1,3.77509e+10,180,19.769
2153,45000,5123.74,7864.6,7864.6,-4.24471,1,2e+11,250.92,3.81998
2154,25758.9,4616.74,6185,6185,-6,1,1.39824e+11,205.517,2.85581
2155,26764,3593.16,11694.5,11694.5,-1.83984,1,6.67879e+10,223.419,6.82261
2156,25740.8,2712.67,18656.5,18656.5,-5.30486,1,8.12507e+10,210.498,2.70786
2157,45000,5319.5,24589.7,24589.7,3.77674,1,1.37837e+11,220.583,1.49119
2158,14830.2,6226.21,3758.94,3758.94,-1.12023,1,9.60589e+10,217.375,7.60356
2159,37607.7,4919.2,10694.4,10694.4,1.00596,1,1.08823e+11,237.643,20
2160,45000,2276.76,11870.7,11870.7,-3.12373,1,8.20855e+10,224.996,0.844841
2161,12134.3,6071.79,8635.34,8635.34,-3.41809,1,5.00196e+10,195.363,20
2162,23562.5,7855.44,15651.2,15651.2,4.42495,1,1.87572e+11,244.684,1.17921
2163,19550,6864.25,6322.57,6322.57,-1.37375,1,5.90873e+10,224.728,20
2164,14442.8,6677.89,16280.8,16280.8,0.310672,1,4.05437e+10,201.3,6.37786
2165,23194.3,5230.79,3271.23,3271.23,1.51267,1,2e+11,231.876,3.21193
2166,13005.7,2041.62,20598.9,20598.9,-0.421595,1,2.86417e+10,219.675,3.13153
2167,28090.3,4142.21,15839.2,15839.2,-5.19555,1,4.92801e+10,215.712,5.18673
2168,14173.5,6659.82,15020.5,15020.5,1.5337,1,5.1195e+10,230.227,7.31455
2169,22725.1,8000,15503.1,15503.1,-1.21727,1,1.38402e+11,203.539,1.5807
2170,40065.9,4894.98,12261.3,12261.3,-4.63575,1,4.60295e+10,232.4,1.84769
2171,38333.6,3704.74,13753.1,13753.1,-5.17172,1,4.95073e+10,219.056,20
2172,11691,3372.95,10030,10030,1.42338,1,1.47363e+11,263.716,10.7416
2173,10107.9,5187.22,10393.3,10393.3,3.01157,1,7.81207e+10,258.746,2.43944
2174,14205,3787.04,21111.5,21111.5,0.366428,1,1.66102e+11,207.542,6.568
2175,37613.1,4389.13,8379.83,8379.83,-3.0703,1,2e+11,228.783,4.17751
2176,45000,5822.19,2618.22,2618.22,-6,1,3.54826e+10,211.844,3.45797
2177,13271.2,3121.61,15315.2,15315.2,-2.79228,1,5.96874e+10,215.756,6.69621
2178,24213.1,7850.23,1000,1000,-1.54592,1,1.25752e+11,216.47,20
2179,13041.5,2972.61,13521.2,13521.2,-0.57311,1,1.61256e+11,237.352,11.2271
2180,19154.8,3727.11,7111.34,7111.34,-2.41732,1,2e+11,219.946,2.81961
2181,12186.1,2793.91,16453.3,16453.3,-4.81449,1,4.78084e+10,251.239,20
2182,45000,4114.94,13237.9,13237.9,-5.94216,1,1.23351e+11,220.362,5.02312
2183,34567.8,5239.21,6783.31,6783.31,-3.02457,1,2.43788e+10,227.378,20
2184,41914.1,4906.5,10823.5,10823.5,1.74409,1,9.13261e+10,270,16.2091
2185,19730.2,2596.88,14717.8,14717.8,-1.33359,1,1.05244e+11,224.988,0.574568
2186,45000,2158.9,12644.6,12644.6,2.03065,1,8.91246e+10,256.45,4.92783
2187,15745,5056.37,5518.69,5518.69,-3.93461,1,9.05434e+10,230.574,0.99483
2188,18725.4,3559.57,9547.8,9547.8,0.34597,1,6.42163e+10,264.333,20
2189,15314.6,5795.7,8334.22,8334.22,-6,1,8.31146e+10,222.542,0.48888
2190,45000,5246.99,1000,1000,0.0473549,1,2e+11,202.249,0.538556
2191,28553,5974.37,13301.3,13301.3,-0.774038,1,2.03836e+10,248.827,2.88987
2192,16560.5,7278.01,4457.52,4457.52,-1.50038,1,5.5729e+10,249.691,6.6252
2193,45000,4225.55,13205.5,13205.5,-4.516,1,1.83304e+11,262.995,2.5947
2194,21377.2,4233.09,1000,1000,-0.736187,1,1.30799e+11,228.197,14.5638
2195,25194.3,2890.18,7427.11,7427.11,1.01666,1,1.50622e+11,255.711,2.79978
2196,26856.1,6849.8,10974.1,10974.1,-1.52359,1,3.42031e+10,202.327,10.5762
2197,37480.9,2000,1000,1000,-2.19906,1,6.51565e+10,198.684,2.9396
2198,13809.6,3665.13,9108.22,9108.22,-3.66924,1,1.74789e+11,218.677,0.482996
2199,27181.4,2000,8633.76,8633.76,0.742008,1,1.08426e+11,248.979,20
2200,18907.6,6436.99,14941.2,14941.2,-3.07392,1,1.10271e+11,243.516,10.5049
2201,44519.3,4306.53,15247.7,15247.7,3.16391,1,6.21322e+10,233.74,0.475134
2202,20165.4,4209.67,16634.5,16634.5,-3.76315,1,2e+11,185.437,5.89406
2203,28648.7,5049.04,16256.6,16256.6,-0.7131,1,1.06902e+11,196.756,1.94814
2204,22124.5,7563.36,13577.4,13577.4,0.286448,1,1.0926e+11,252.315,1.49455
2205,22113.5,4987.24,1000,1000,-0.611196,1,1.5509e+11,218.699,3.00429
2206,25542.1,5681.35,5571.05,5571.05,-0.29798,1,1.1227e+11,238.186,2.82446
2207,17688.8,7802.74,7529.26,7529.26,-2.56976,1,3.22697e+10,236.826,2.04505
2208,29006.3,5269.37,8387.81,8387.81,-6,1,3.34124e+10,211.582,16.9723
2209,18754,6600.28,8484.96,8484.96,-0.186136,1,7.34663e+10,196.657,10.9295
2210,23685.8,4435.27,19811.7,19811.7,-4.8638,1,6.36726e+10,238.407,10.9791
2211,11450.1,8000,1000,1000,-6,1,4.74484e+10,205.63,1.65358
2212,22651.8,4051.74,3755.42,3755.42,-4.9668,1,5.04723e+10,237.025,20
2213,26275.2,5055.85,9061.36,9061.36,1.7938,1,8.58319e+10,193.941,0.687545
2214,15883,5264.13,6669.14,6669.14,1.2535,1,2e+11,213.014,1.95677
2215,21240.8,3806.25,10596.7,10596.7,-0.223022,1,1.38858e+11,227.728,1.8127
2216,45000,4681.06,5520.32,5520.32,0.805821,1,1.90226e+11,235.373,20
2217,29844.4,5456.93,2624.12,2624.12,-3.7434,1,2.65795e+10,206.439,2.75363
2218,13501.9,8000,7573.31,7573.31,-3.81846,1,7.25941e+10,233.539,7.61466
2219,17703.6,6459.23,7398.44,7398.44,-5.61281,1,7.79505e+10,180,4.81246
2220,26190.4,4353.52,6629.15,6629.15,-5.69616,1,1.04812e+11,187.793,1.18951
2221,29922.2,3160.92,14833.5,14833.5,-3.31117,1,2e+11,220.755,20
2222,24772.4,3845.2,13135.2,13135.2,-4.09059,1,1.70718e+11,214.591,20
2223,17928.6,4161.04,14643.3,14643.3,-3.74715,1,4.68491e+10,221.021,1.86932
2224,45000,6290.5,22553.1,22553.1,-5.18583,1,5.0796e+10,229.88,20
2225,13980.8,6932.69,8362.89,8362.89,-1.57267,1,5.19146e+10,212.027,4.4206
2226,15345.1,5016.54,5389.01,5389.01,0.726674,1,1.54093e+10,231.967,1.35049
2227,43411.7,2751.13,4017.7,4017.7,-1.98716,1,7.52101e+10,239.106,1.82972
2228,14716.8,5860.29,9648.53,9648.53,-1.82606,1,2e+11,193.737,0.633036
2229,15261.9,4817.12,17188.6,17188.6,-2.56525,1,3.41408e+10,219.198,14.2102
2230,22113.3,4258.93,2386.8,2386.8,-0.267468,1,9.17353e+10,207.472,6.27164
2231,30992,3489.68,10146.7,10146.7,-1.90164,1,4.32338e+10,180,2.39469
2232,33845.8,3703.44,1000,1000,0.17366,1,1.89983e+11,229.32,3.80693
2233,26197.1,8000,5706.79,5706.79,0.0512231,1,7.27036e+10,259.453,1.36209
2234,15351.1,4706.28,16949.2,16949.2,-1.99248,1,1.62869e+11,238.652,0.40844
2235,18128.6,5434.14,18727.9,18727.9,-2.01687,1,6.64069e+10,246.667,20
2236,11345.9,3868.13,10398.2,10398.2,-2.84925,1,2e+11,218.783,4.96302
2237,14188.2,3061.79,9720.62,9720.62,0.460396,1,1.45304e+11,243.39,4.87197
2238,25053.8,5987.49,16895.9,16895.9,-0.858505,1,4.90158e+10,251.331,5.21416
2239,24097.6,6769.14,12921.9,12921.9,-6,1,4.62448e+10,180,20
2240,28096.2,8000,15279.1,15279.1,-5.56237,1,6.35363e+10,216.143,2.58393
2241,43729.9,5368.51,7148.32,7148.32,-1.83812,1,1.46332e+11,254.638,20
2242,17828.5,4201.07,6229.95,6229.95,-6,1,9.23748e+10,222.743,20
2243,15575.6,4699.54,9271.72,9271.72,-2.654,1,1.05052e+11,254.145,18.5906
2244,13279.7,3409,22628.5,22628.5,-0.329222,1,1.39089e+11,258.767,20
2245,17976.8,5538.34,18093.1,18093.1,-0.62512,1,7.23168e+10,270,5.37591
2246,15398.7,3981.81,16796.8,16796.8,1.7723,1,2e+11,210.645,20
2247,24655.1,5493.56,11541.9,11541.9,-6,1,1.32396e+11,236.399,4.81451
2248,24473.5,4414.87,4203.96,4203.96,-6,1,3.82161e+10,227.445,12.9084
2249,19771.4,3689.19,9216.44,9216.44,-3.57323,1,1.10882e+11,258.542,4.86777
2250,45000,3804.19,11020.4,11020.4,-2.85353,1,5.44066e+10,213.767,3.41972
2251,14189,3194.13,6063.8,6063.8,-1.311,1,2e+11,235.78,1.98888
2252,41292.3,3584.55,14299,14299,-2.71245,1,1.11992e+11,255.062,0.789151
2253,38710.6,3647.89,9460.45,9460.45,-3.38167,1,1.20951e+11,236.171,14.6705
2254,13463.3,3470.36,7829.57,7829.57,-3.00607,1,2e+11,195.459,3.27931
2255,21711.4,4784.68,16079.9,16079.9,-2.64938,1,2.80332e+10,216.483,4.62122
2256,31084.1,3423.56,10364.2,10364.2,-6,1,6.53414e+10,219.961,2.04848
2257,12707.8,4074.59,10865.7,10865.7,-1.86443,1,1.45282e+11,211.382,5.89071
2258,24815.1,5556.85,8600.78,8600.78,-2.25376,1,1.61782e+11,228.29,2.52472
2259,22189.9,3095.23,17435.7,17435.7,-3.29551,1,1.65637e+11,212.856,5.78056
2260,10936.6,3803.59,7106.54,7106.54,-4.11042,1,2e+11,235.45,11.3683
2261,14617.5,8000,13197.3,13197.3,-3.49462,1,1.35811e+11,229.119,2.30025
2262,20830.3,7246.09,8556.5,8556.5,2.02686,1,1.77201e+11,231.568,13.0674
2263,10923.1,5250.65,18737,18737,-3.01989,1,1.19619e+11,237.934,10.9938
2264,28253.6,3700.2,10586.7,10586.7,0.691198,1,1.01626e+11,235.408,4.75634
2265,45000,6440.54,8403.78,8403.78,2.70779,1,1.30588e+11,214.009,5.92864
2266,32507.3,4852.33,18449.5,18449.5,5.90109,1,7.74597e+10,231.68,3.59599
2267,41524.4,3395.83,1000,1000,-2.14361,1,4.27491e+10,225.077,1.08422
2268,45000,5381.35,22708.1,22708.1,-3.86125,1,1.94183e+11,238.982,0.231861
2269,26473.4,4327.44,5255.26,5255.26,5.21136,1,4.92695e+10,210.217,8.62052
2270,36258.6,5869.22,11504.1,11504.1,-0.487722,1,2.61059e+10,247.321,2.7717
2271,22070.5,6210.73,13763.9,13763.9,-1.86416,1,3.56919e+10,206.893,1.54154
2272,33424.5,8000,9453.22,9453.22,-4.52925,1,8.79721e+10,214.855,14.0443
2273,14904.5,2978.96,14031.8,14031.8,-3.93354,1,1.33543e+11,190.315,0.272596
2274,27098.3,8000,22345,22345,-1.02544,1,6.05063e+10,232.162,3.32267
2275,16676.3,4829.44,19142.2,19142.2,2.0001,1,5.44141e+10,215.826,2.0145
2276,19001.8,4051.85,14460.4,14460.4,-2.55582,1,1.64294e+11,232.261,3.21676
2277,17292.7,4965.39,11424.3,11424.3,-0.382344,1,1.05065e+11,187.525,2.44617
2278,14793.3,6341.22,7649.48,7649.48,0.525853,1,2e+11,228.801,1.20745
2279,12234.8,7870.91,5009.68,5009.68,-0.412814,1,8.53302e+10,219.628,0.432825
2280,16491.8,8000,16137.1,16137.1,-0.070629,1,4.67799e+10,261.708,5.36643
2281,45000,6108.21,10568.8,10568.8,-6,1,2.92932e+10,220.356,0.338979
2282,45000,4512.05,11742,11742,-6,1,1.04261e+11,195.783,2.3697
2283,10431.7,5106.88,17209.6,17209.6,-2.67799,1,2.43629e+10,219.138,8.05534
2284,11471.5,4938.19,13943.5,13943.5,-1.49365,1,1.0056e+11,226.375,2.29052
2285,29846.8,4178.06,8108.85,8108.85,-5.3441,1,1.76378e+11,216.907,7.92495
2286,20598.7,6225.07,13142.4,13142.4,-6,1,2e+11,197.208,1.78859
2287,13546.1,5177.46,18807.2,18807.2,-4.3578,1,1.36644e+11,206.653,2.03882
2288,45000,2548.85,2444.49,2444.49,-3.27334,1,2e+11,220.737,0.753661
2289,16554.7,5981.66,19636.3,19636.3,-6,1,1.83987e+10,237.143,2.48037
2290,37416.4,4920.65,7690.69,7690.69,0.146985,1,1.15158e+11,242.47,13.3627
2291,13517.5,6504.77,5847.89,5847.89,-1.00428,1,2e+11,180,5.37776
2292,26189.3,3841.23,7066.39,7066.39,2.76331,1,1.03623e+11,211.881,0.713631
2293,39468.1,3851.29,12260.9,12260.9,3.46811,1,5.66098e+10,270,4.78596
2294,36268.7,5818.42,16568.9,16568.9,-3.01826,1,1.89989e+11,224.714,10.2069
2295,20146.6,4213.93,10221.1,10221.1,0.141199,1,1.64084e+11,200.888,5.5721
2296,19194.8,4985.98,16985.3,16985.3,-0.694457,1,1.15371e+11,255.502,18.9913
2297,23068.5,7664.48,1000,1000,-4.47946,1,9.35012e+10,213.871,0.96896
2298,18162.2,2460.09,9521.25,9521.25,-3.10177,1,1.06322e+11,222.42,16.436
2299,15502.7,4068.2,6672.81,6672.81,-1.27506,1,2e+11,243.139,0.945294
2300,27153,3074.17,1239.55,1239.55,-3.04797,1,2e+11,214.403,0.992792
2301,24681.5,3957.98,10604.8,10604.8,-1.73542,1,7.50252e+10,192.255,1.53687
2302,25589.3,3331.26,8136.09,8136.09,0.815221,1,1.07885e+11,239.092,0.838391
2303,20296.8,6232.35,3904.17,3904.17,3.69617,1,3.23008e+10,222.99,3.83781
2304,40016.4,3852.02,10490.1,10490.1,-2.92112,1,6.29751e+10,228.219,11.8833
2305,23305.8,5532.18,15265.8,15265.8,-0.934872,1,8.0843e+10,250.424,20
2306,23946.3,8000,17625.7,17625.7,-2.81142,1,1.42111e+11,200.446,0.698698
2307,36279.2,8000,10705.4,10705.4,1.70353,1,7.26291e+10,239.028,0.377409
2308,20895.8,8000,1397.6,1397.6,0.831315,1,1.18305e+11,222.301,0.659696
2309,36132.3,5387.89,10157.6,10157.6,-4.8277,1,1.30219e+11,214.66,13.4824
2310,27809.6,7135.63,15418.9,15418.9,-5.87835,1,8.94034e+10,208.482,5.75702
2311,16159.3,6300.16,11723,11723,-0.0315945,1,1.08956e+11,217.906,3.56
2312,11112,3605.22,11263.7,11263.7,-5.01703,1,7.46998e+10,229.268,2.22705
2313,31022.4,3643.08,13625.4,13625.4,-5.97604,1,2e+11,238.792,16.2753
2314,23089.2,4695.01,1000,1000,-2.5648,1,1.54745e+11,180.806,3.16472
2315,41507.9,4689.04,14176.6,14176.6,-0.637099,1,2e+11,203.262,2.75189
2316,18104.5,6463.29,15807.3,15807.3,3.17473,1,9.84699e+10,236.576,5.31787
2317,32057,4451.46,12399.6,12399.6,-2.5345,1,1.4465e+11,216.381,16.2613
2318,9687.2,3483.51,8531.39,8531.39,-4.40958,1,2e+11,251.858,15.5714
2319,18975.5,5570.28,16049.1,16049.1,-0.863327,1,2e+11,186.801,20
2320,20852.8,3925.46,12894.9,12894.9,4.24398,1,7.42279e+10,235.083,0.941241
2321,18005.9,5993.77,14936.3,14936.3,-6,1,5.9283e+10,195.273,20
2322,45000,4789.48,9610.32,9610.32,-5.37094,1,4.331e+10,205.017,2.12393
2323,25573.6,7347.24,8842.5,8842.5,-1.74607,1,2e+11,190.701,20
2324,44127.4,5592.11,5830.63,5830.63,-0.50625,1,2e+11,233.914,3.40284
2325,31548.8,4761.46,25000,25000,-3.79709,1,9.29549e+10,218.908,4.80592
2326,27127.6,6078.13,3863.59,3863.59,2.51512,1,9.37533e+10,237.295,1.83823
2327,23896.8,4410.47,5695.86,5695.86,-6,1,2e+11,218.505,20
2328,26660.7,5677.34,6279.71,6279.71,-0.158005,1,2e+11,239.094,20
2329,18828,3457.57,1144.89,1144.89,3.55437,1,6.3416e+10,236.102,20
2330,44461.1,4829.69,17824.7,17824.7,0.524887,1,2e+11,259.388,18.3457
2331,45000,3931.35,15462.8,15462.8,-3.87738,1,2e+11,241.964,1.39295
2332,12712.9,5480.2,12833.2,12833.2,-4.02752,1,3.25354e+10,218.833,20
2333,21456.8,2928.46,6790.06,6790.06,-2.01228,1,6.04046e+10,253.988,4.84237
2334,7941.79,6635.65,1000,1000,3.08634,1,3.6688e+10,208.783,20
2335,26119.6,8000,10958.2,10958.2,-1.57161,1,5.86887e+10,262.2,0.677438
